negative	보는 내내 불편한 감정이 한가득. 장르가 공포었어?
negative	감동 없고 그냥 노잼영화
positive	외모지상주의라 성형 공화국이된 울나라 성형에 대해서 풍자한 애니 잘 봤슴니다
negative	평식아 니가 액션한번해봐라니따위폼이어떤가보게
positive	스토리는 그저그런데 남주혁 한지민으로 눈호강특히 남주혁 비주얼이 다했다!!!!
positive	근래 본 전쟁 영화중 최고라 감히 말 합니다.마지막 장면에선 눈물이 ㅜㅜ보는 내내 화가 치밀고 안타까웠지만,그래도 시간이 지난 후 이들의 노력이 인정 받은거 같아 그나마 위로가 되네요.강추합니다 꼭 보세요.
positive	가족 중에 최고를 뽑자면, 어기의 누나를 뽑겠다. 어린나이인데도 불구하고 그런 따뜻한 마음을 가질 수 있을까? 부럽다. 아빠 엄마를 포함해서 저런 가족이 있다는게 부럽다.
positive	남자주인공 얼굴, 성격이 가슴 후벼놓는다... 실존인물은 아니지만 잘 지내길 ㅜㅜ
positive	평소 묵주기도를 즐겨하는데 영화를 보니 크게 와닿고 감명 깊네요. 개봉한날 보았는데 영화관 관람객이 2명이었습니다.. 사람들이 외면하는 영화인 것같았지만 저는 영화가 감성적이고 여운이 남아서 좋았습니다.
positive	이해력 딸려서 완전히 이해 못 했는데 훗날  나는 10점을 줬다 일어난 일이 일어난 것이다
positive	<벌이 날다>라는 영화를 보고 민병훈감독을 알게되었고 <터치>영화까지 보게되었다 그들이 그리고 우리가 바라는 기적들은 끝내 나타나지 않을지라도 치열한 삶 가운데 사랑을 가슴에 담아가게되는 것이 인생이 아닐까하는 삶의 의미를 다시 생각하게해주었다 모처럼 괜찮은 감독의 좋은 영화를 만난 것같다
positive	참 담배 맛깔나게 핀다 브래드피트
negative	쓰레기지 뭐 이런건 만들지 마라 제발 더럽다
negative	솔직히 요즘시대에 여당 야당 영화 정말 흥미 없네요
negative	구성은 꽤 불친절했지만 영석의 뒷 모습에 마음이 저리다. 남주혁.  10년 후가 더 더 더 기대되는 배우.
negative	잔잔하게 보긴 좋은데 좀 지루하네요...ㅋㅋ
negative	개쌉쓰레기같은영화.
positive	간만에  이런 수작이나오다니~~~
positive	감동 그자체!!!다시봐도 질리지 않는 영화네번째봐도 눈물 주루룩또 보고싶네요..연기자 연기력이 후덜덜손예진 조승우 이기우 조욘들 연기도 훌륭해요ost도 한몫하고요요즘은 그런 감동과 가슴아련한 영화가 없어요
positive	오~ 그땐 알수없었지만 지금은 알수있는역사에 숨겨진 비밀 한페이지를 읽은 느낌!!!실화인 영화는 무조건 믿고 보는편^^
positive	근래에 봤던 영화중에서 당연 최고인듯왜 이제야봤지..
positive	학교에서 봤는데 내가 호러파라서 처음엔 못마땅했는데 진짜 개재밌더라
positive	경애하는 푸동지 만세!!
positive	진짜 몇년동언 보고 봐도 눈물나고 감동적이고 사랑스러운 영화
positive	ㄹㅇ 미쳤습니다. 꼭 보세요
negative	연출이 쓰레기 연기도 쓰레기
negative	무지개가 그런 의미로 사용되는게 거북하다
negative	암말안하겠습니다...
positive	사비나 슈필라인을 알게된계기와 키이나 나이틀리의 연기와 시대적 배경의 영상미!!
negative	ㅉㄲ 영화 ㄲㅈㄹ ㅇㅇㅇ
positive	예진이 누나...미소가 너무 아름답습니다ㅜㅜ
positive	아 옛날영화인데..심장이 쪼그라들고  공포영화보다 더 무서워요ㅠㅋ 수명 몇년은 단축된듯
positive	영화관에서 못 본 걸 제일 후회하는 영화
positive	그냥 뻔하고 투박하고 상투적이고 예측가능하다. 그래서 너무너무 좋은 영화
positive	처음부터 끝까지 명장면입니다10번을 넘게봐도 가슴 한쪽이 찡하네요손예진.조승우 연기도 완벽했어요
positive	한국판으로 잘 나타낸 것 같아요 남주혁 안어울릴 줄 알았는데 주연 배우들도 너무 좋았습니다. 너무 잔잔하다고 하시는 분들 원래 이 영화는 다이나믹한 영화가 아니지않나요ㅠㅠ 잔잔한 맛으로 먹먹하게 잘 봤습니다
positive	여운 크게 남아요 ㅠㅠ 지루하시디는분도 있는데 저는 감동있게 봤어욭
positive	추억을 겨울감성에 잘 묻어냈습니다. 여러 번 볼 것 같습니다. 꼭 보세요^^
positive	김영애 배우님 연기가 참 좋았습니다.여자 아이와 주고받는 대화속에 눈빛이 가장 기억에 남아요.
negative	내가 이걸 왜 봤을까 나도 나를 모르겠다
positive	초반의 스토리전개는 평범했으나 결말로 갈수록 충격적인 스토리가 펼쳐진다. 기대하나도 안하고 봤는데 연출이나 스토리짜임새나 연기력이나 뭐 하나 빠지는게 없는 영화다. 이 영화도 기생충처럼 상 좀 받아야 하는 영화야~~~ 간만에 가벼운 소재들의 한국영화가 아닌 훌륭한 한국영화한편 봤다. 춫천!
positive	다른 영화들은 이해하려고 느끼지만 이 영화는 느낌 그 자체이다.
positive	영화 속 모든 공간과 계절을 담은 섬세한 연출, 잔잔한 여운이 가득 남네요.
negative	옛날 영화라서 그런지 설명 없는 현상을 지켜보는 내가 다 조마조마.. 아이고 정미야. 소리만 꽥꽥 질러대는 민폐 캐릭터 ㅡㅡ  박보영에게 3점, 나머진 1점.
negative	한지민 남주혁 보러갔는데 인내심 테스트하는것 같았다 부모님세대들은 노잼이라고 하신다
positive	도굴 이라는 어찌보면 식상한 주제인데 이제훈의 익살스러운 연기가 넘 재미있고 반전의 반전이 재미있어요
positive	한지민, 남주혁의 믿고 보는 호흡이 돋보인 작품이었다.
positive	응? 왜 결말이 이상하다 그러지?전체적인틀은 원작이랑 비슷한데ㅋㅋ개인적으로 재밋게 봣음!
negative	긴장감을 루즈하지않게 잘 끌고 가는 연출과 배우들 연기 특히 딸의 연기가 좋았습니다! 근데 마지막 반전은 좋긴한데 뭔가 좀 아쉽네요...이런 비슷한 반전을 가진 영화들이 이젠 너무 많아져서 그런가..ㅎㅎ
positive	아이들과 같이 역사 공부한 뒤에 같이 봤습니다. 조선어학회 사건과 같이 일제강점기 때 우리나라 생활모습을 잘 보여준 영화라서 상당히 교육적이에요 관객수가 많지 않아서 슬프네요 ㅠㅠ
positive	모든것을다 뒤로하고 가슴하나로만사랑한 그때를 너무예쁘고아름답게담아냈네요 남주혁 한지민의 연기도너무좋았습니다 여운이오래갈거같아요
positive	빨리 보고싶어요. 잔잔한 영화 기대됩니다
positive	요즘 뉴트로 시대답게, 1991년의 실화를 모티브로 하고 1995년을 극중 배경으로 하면서도 2020년 현재까지 유효한 영화적 재해석을 내놓았다. 그것도 너무 무겁지 않고 관객들이 편하게 즐기기 좋은 정도로만 준비했다. 영화계에서 다양한 역할을 맡아 온 이종필 감독의 능력이 만개했음을 확인할 수 있다. 어린 나이에 이미 최정상급 배우가 된 고아성이 극을 이끌고, 미셸 파이퍼를 연상시키는 이솜, 드라마 청춘시대로 이름을 알린 박혜수까지 모두 좋은 연기를 보여주었다.
negative	뮤지컬 영화를 좋아하는 편이지만, 아쉬움이 크다. 주려는 메시지가 지나치게 교과서적이라 별 감흥이 없고, 귀에 딱 꽂히는 노래가 없다. 캐릭터와 서사를 늘어놓은 느낌에서 끝나버린다. 캐스팅은 좋지만 그것만으로는 역부족.
positive	물에 젖어드는 옷같은 공포속의 절망하는 군인들. 전쟁은 누구를 위한 것이며 결국 훌륭함의 훈장은 물건뿐이지 않는가.
negative	먼가ㅂㅅ같음 진짜 이딴류 젤 싫어함
negative	이딴 걸 왜 수입함?
positive	중반부까지는 재밌음 연기는 쩔음
negative	너무나도 지루한 영화... 하품만 하다가 왔네요...캐미도 별로고 스토리도 너무 무난할껄 떠나 지루..
positive	최고의 영화
positive	별 생각없이 보기 시작했는데 스토리는 뻔해도 멋진 비주얼의 두 배우가 연기도 잘하니 몰입해서 보게 되네요
positive	개봉하자마자 imax관에서 봤는데 영상미가 정말 훌륭하더군요...7년이 지난 지금 봐도 명작입니다. 그리고 무엇보다 제목처럼 그래비티...중력...조조로 봤는데 영화관을 나서면서 따뜻한 햇살과 내가 밟고 있는 땅에 감사하며 카타르시스를 느꼈습니다. 정말 엄청난 영화입니다.
positive	영화 잘 만들었네요~ 이런 대작 정말 오랜만에 보는거 같습니다. 근데 여기 평점이 왜 이러죠? 이제 영화 평점란도 정치충들이 점령한건가?
positive	아마겟돈 장르를 비교적 현실감있게 그려내면서 가족애의 감동도 잘 끌고감. 역대 아마겟돈 장르 무엇과 견주어도 손색이 없다. 혜성의 정보와 관련한 자세한 내용이 있었으면 하는 아쉬움이 있지만 가족 중심의 시점이기 때문에 감수해야하는 부분
positive	우한폐렴 상황을 정말 정확히 예측했네요...
negative	최악. 배우들이 아깝다
positive	개쩌러 1인7역 소름ㅋ
positive	영상미가좋았구요.. 남주혁이 조제에게 보인것은 진정 사랑이었을까요?.. 조제가 안고살아갈슬픔과감정..  흠, . ㅜ
positive	배우들이 다 좋았습니다특히 토일 아역분과 이주원 배우님 연기는 금강불괴였습니다. 감독님 또 영화 만들어주세요~~
positive	문정권 하는 꼬라지 보다가 누가 이 영화 언급해서 봤는데 소름돋게 닮았네 국민들이 일어나지 않는다는 점 빼고..현실에서는 영화같은 결말이 나오기 어렵다는게 안타까울 따름이다
positive	꼭 봐야할 영화 2위
negative	별로 볼거없는 베트남배경에 게이영화네요 영화정보에 게이영화는 좀 표시해주시길! 요새 콜미바이유어네임기븐 프롬 우린 춤을추었다등 참 보다가 당황스런 영화들 많아요
negative	내용도 식상하고 액션도 식상하던데, 왜 영화 제목이 유명한지 모르겠다. 아마도 69년 작품을 리메이크 한듯
positive	김수현의 모든 것을 보는 기분? 스토리가 다소 어려워 두 번 보고 난 후 이해가 다 되었지만, 시도하기 어려운 영화를 만들었다는 생각이 들었어요. 멋진 영화이고, 분열된 세 자아를 연기한 김수현씨 너무 멋졌습니다.
negative	역사왜곡을 밥먹도록하고 중화사상에 찌들어있는 짱깨영화를 돈주고 본다? 그 돈으로 지나가는 똥개한테 개껌 하나 사서 던져주는게 낫겠다.
positive	전종서분이 연기를 너무 잘하심, 스토리도 너무 잘 짰음
positive	지루하게 담담한..잔잔하게 마음 아린 영화,여운이 긴 가끔 다시 보고픈 영화.
negative	다 된 원작에 재뿌렸네요 별점 1점이 아까우ㅓ요 참 ㅋㅋ
positive	손예진은 아름답고 이쁘다.
positive	원작에 비해 부족하지만...그래도 조제의 성장기 잘 보았습니다.
negative	너무 지루해요. 평점이 너무 높은 거 같은데..
positive	아니..머지....내 생일에...조제..내이름이..조제X인데...아직 영화는 안봄..
negative	최악. 누구에게 이입을 해야할지 모르겠다.
positive	감독 연기가 쩔었다 ㅋㅋ 이병~ 허*지*훈
positive	그래도 곽도원은 빛나네.
positive	잔잔하지만 전혀 잔잔하지 않다 드니 빌뇌브 감독 영화만의 매력인 듯
positive	제목 그대로라고 생각. 원작은 제목처럼 호랑이나 물고기 등 좀 더 동화같은 느낌이 강하다면, 리메이크된 '조제' 는 그런 요소들은 좀 더 빠져 원작을 기대하고 본다면 실망할 수도 있다고 본다. 사랑을 받고 배우는 과정에서 사람들을 순리대로, 스스로 떠나보내며 성장하는 조제의 성장에 중점을 둔 것 같아 원작과 비슷하면서도 다른 울림이 있었다. 리메이크라고 해서 다 똑같이 만들기보다 리메이크작만의 새로운 무언가도 중요하다고 생각하기 때문에 꽤 좋게 봤고, 특히 마지막장면과 엔딩크레딧때문에 한번쯤 더 보고 싶다는 생각도 든다.
negative	원작을 너무 감명깊게 본 사람으로썬 정말 실망이 커요,, 원작에서 중요한 장면들도 다 삭제되고, 전반적인 영화의 흐름이 너무 갑작스럽게 억지로 이어가는 것 같아요. 원래 서서히 좋아하고 서서히 마음이 식어가는게 잘 보여야지 마지막에 남주혁의 눈물에 공감이 갈텐데 그런게 없어요.. 실망입니다...
negative	죄송해요..원래 잔잔한 영화 잘 보는데,,이건..잤어요 ㅜㅜ 영상미는있는데 너무 옛날느낌이고둘다 너무 유명한배우라 그런지..감정몰입이 잘안되었어요.
positive	SNS충들의 리얼영화버전
positive	반전이 존재했다는 것에 놀라고 갑니다.. 그리고 배우들 연기가 좋아요!
positive	오랜만에 영화보는 느낌이었다.
negative	쓰레기 중국영화 중국뽕 이런걸 누가 수입 했냐? 달러 남아 도냐?
positive	말이 필요없는 명작..
negative	패미니즘에 대기업을 악의축으로 묘사하고 미국을 주적으로 그리는 전형적인 시대코인 영화. 감독은 억지 감동으로 신파를 구성합니다. 보고 별점 높으신 분들의 성별과 성향이 보이는 영화.
positive	다시봐도봐도 재미있고 감동이 가슴을 울리네요.. 첫사랑의 설레임과 이루어지기 힘든 사랑의슬픔 결론적으론 감동적! 두배우의 풋풋함은 덤~
positive	감동을주고재미있다 마음에 든다
positive	배우들만 보고 예매했던 거였는데 기대 이상이었어요 영화 템포가 살짝 느려서 지루한 감이 없지 않아 있었는데 분위기랑 감정 흐름이... 끝장나요 영화가 끝나고 엔딩 크레딧이 올라가는 걸 멍하니 보기만 했어요 춥지만 따뜻했던 너무 절절하고 슬픈 건 아니었지만 때론 덤덤한 게 더 마음 아프게 다가오네요 겨울에 딱 어울리는 영화예요 좋은 영화 정말 감사드립니다
positive	우선, 영화 제목에서 연상될 수 있는 물을 포도주로 변화시킨 사건은 나오지 않습니다.좋았던 점으로는, 갈릴리 지역의 결혼 풍습에 대한 접근과 설명이 잘 되어 있었습니다. 이를 통해 예수님의 여러 비유에 대한 이해의 폭을 넓힐 수 있었습니다. 그리고 영상미도 괜찮았습니다.다만 아쉬웠던 점으로는, 미국의 교회 현실을 바탕으로 접근하고 있기 때문에, 재림에 대해 어느정도 신앙을 간직하고 있는 한국교회의 성도들에게는 영화의 강조점이 다소 생뚱맞게 느껴질 수도 있겠네요. 그리고 최신의 연구 결과를 말하고 있는데, 연구진행과정이나 문헌적 근거가 등장하지 않은 점도 아쉬웠습니다.그래도 다시금 재림 신앙에 대해 고찰하며, 신앙을 다잡을 수 있는 좋은 계기가 되었네요.
negative	전 최악이였습니다.. 참고루 원작이 제 인생영화 한 열번은 본 제가 제일 아끼는 영화였는데 그래서그런지 너무 .. 원작을 망친영화였습니다 너무 한국화를 많이시키고 쓸데없이 로드뷰는계속나오고;; 원작의 감성을 확 죽인 영화였음
positive	결혼해서도 혼자 같이 느끼는 경우가 많다던데 영화로 다뤄지니 생각을 하게 만드네요
너무 영화가 평면적...
negative	재개봉해서 보러갔지만 어떻게 옛날영화가 지금 극장에 걸려있는 한국영화들보다 잘만들었냐?
negative	영화라고 생각하지말고 긴 뮤비라고 생각하고 봐야됨 그냥 니엘이 얼굴이 존잼인 이유로 볼 이유됨 오늘 또 보러감
positive	호아킨 피닉스의 연기는 조커 그 자체였어요.굉장했어요.
positive	그냥 편하게 보시면 될거 같아요
negative	진짜 네이버는 평점1점 말고 마이너스 점수때도 만들어야함. 아무리 차이나 머니로 손해봐도 보상해준다고 해도 이런 영화 수입 하는 배급사나 상영하는 극장은 무엇인지 모르겠다. 중국에 영화 수출하거나 극장 열 때 뒤봐주기로 한건지. 이런 ㅇㅇ화 만들어서 외국에 수출하는 중국 공산당 사상이 정말 무섭다 중국 국민은 모르지만 중국 공산당은 반드시 사라져야할 존재들이라 느낌. 여기서 진핑이 얘기함 에구 ㅌㅌㅌ freedom to hongkong
positive	잔잔하게 쌓여가는 감동... 엔딩 크레딧 아이유 자장가까지 참 공들였구나 싶었음
positive	공효진웃을때 정말설래더라
positive	가슴이 먹먹함, 소재의 독특함, 인간심리의 깊은 탐구...
negative	원작 팬으로써 .., 당연한건지 모르겠지만 너무 실망입니다... ㅠ
positive	시그널로 시작해서 루퍼로 끝나는... 시대를 넘나드는 전종서의 열연
positive	지금 나왔으면 관객수 500만은 훌쩍 넘었을듯! 최고의 감동!
negative	평범한 무술관장에게 항일애국의 짐을 억지로 올려놓는다.
positive	소중한 아이들 소중한 시간들
positive	깍두기가 되서 주인공들이랑 함께 한 기분? 이 영화는 미쳤음 배우들 연기력도 디짐
negative	배우들 연기는 정말 좋은데 원작을 한국 느낌으로 변형시키는 과정에서 아쉬운 부분이 너무나 많았습니다.. 특히 중간중간 이상한 대사들 때문에 캐릭터 매력이 많이 반감됩니다. 자연스러운 배우들 얼굴과 감성적인 연기는 너무 좋았기 때문에 더 아쉽습니다.
positive	석구에 몰입이 되어 폭풍 오열하며 영화를 보았습니다.많은 사람들이 이 영화를 통해 발달장애인에 대한 이해와 더불어 장애에 대한 인식이 개선 되기를 바랍니다
positive	정말좋아 이거 정말 좋아
negative	요즘 넷플에 떠서 봤는데 현재 시국에 비춰볼땐 너무 철지난 옛정권비판영화임.거의 조선시대 세도정치 비판하는 사극보는 느낌이었음..배우들 연기는 좋음.
negative	무슨 이런ㅋㅋㅋ영화가 있나 싶네요.. 취향이 갈릴만한 영화인것같아요!
negative	에효 진짜 어이가없다 ㅋㅋㅋ
negative	지능 수준 미달 개 돼지들을 위한 중국몽 바이블.
positive	전종서 연기에 지립니다.
positive	배우들연기 짱이고 노래좋ㄹ음
negative	ㅜㅜ 안보시는게 좋을것 같습니다. 스토리가 너무 엉성해요.
positive	관심갖고 싶은 않은 이야기들을 잔잔히 이야기 하듯 보여주는 영상이 끝까지 보고 듣게 그리고 생각하게 합니다.
negative	아주아주 좋은영화입니다... 수면용으로
negative	진부하고 지루하고 재미없다.
positive	요즘 같은 기분에 꼭 봐야할 영화인 것 같아요 숨어있는 열정과 꿈을 키워주는 것 같고 주연배우 니엘님의 연기 최고! 꼭 보시라구요~
positive	감성적인 영화에요 조제의 마음이 너무이해되네요ㅜㅜ
positive	영상미가 아름답고 잔잔하지만 그래서 더 오롯이 감정이 전달되는 건지 여운이 남고 연기도 참 인상깊게 느껴지는 영화네요
positive	영화를 잘 모르고 잘 안보는 편입니다 이 영화도 우연히 보게 되었는데 듣던 거와는 달리 나름 볼만하고 재밌었습니다! 가볍게 즐기실 분이라면 추천드려요
positive	굿.. ..굿...굿.... 굿 .
negative	검증 안된 중뽕 가득한 이런 스뤠기 영화가 국내 개봉 했다는게 놀랍다 놀라워 이거 극장 가서 본것들은 장개나 조셍족들이겟지??
positive	남성의존적인 가부장적 남성우월주의 세계관은 여성을 무능하고 남성의 보호를 받아야 생존할수 있다는 여성혐오를 표출하고 있다. 그리고 가족이라는 집단이 다수의 민중에게 얼마나 많은 해를 끼치고 이기적이고 반민주적 파쇼집단인지 잘알려주는 영화다. 가족이란 집단의 문제는 사회공동체보다 자기가족을 우선하는 이기적 반민주적 파시스트 집단이라는데 있다. 참된 민주주의란 자기가족만 챙기기 이전에 사회공동체를 우선해야 한다는 교훈을 잘알려준다.
positive	진짜 꼭꼭 보세요 인생띵작유치하고 오글거리긴 하지만 너무 재밌어요ㅠㅠ
positive	원작과 다른 한국적인 느낌의 조제영상미예술 한지민님과 남주혁님의 감정적  눈빛연기와 엔딩ost 영화를 보고 난후 여훈이 아직도 내 머리와 마음속에 떠나지가 않네요.
negative	OO래? 맞을래? 이딴걸 추천해? OO래?
positive	보통 뚱뚱하고 못생긴 여자는 자연스럽게 페미니즘에 빠지기 마련인데 그건 유독 한국에서만 일어나는 현상이고 대만 사람들은 외모지상주의가 덜 하기 때문에 뚱뚱하다고해서 페미가 되는 일은 거의 없는 듯 합니다. 실제 대만을 가도 여자분들이 화장도 잘 안 하고 옷도 편안하게 입는 등 외모에 대한 열등감이 없으니 페미니즘도 없는 것 같아요. 보통 페미니스트들은 자신의 외모에 대한 심각한 열등감을 남자 탓, 사회 탓으로 돌리기 위해 페미니즘에 빠지잖아요. 그래서 페미들은 남자 뿐만 아니라 예쁜 여자에게도 상당히 공격적이죠. 이게 '나는 살을 빼기로 결심했다' 영화와 무슨 관련이 있다는거냐고 물으신다면, 꽤 관련이 있습니다. 주인공은 자신이 뚱뚱한 원인이 남이 아닌 자신에게 문제가 있음을 이미 알고 있기 때문이죠. 페미는 자신이 뚱뚱하고 못생긴 것에 열등감을 심하게 가지고 그 탓을 남자, 예쁜 여자, 사회 탓으로 돌리지만 주인공은 자신이 뚱뚱한 원인이 자신에게 있음을 이미 알고 있었고 남들이 자신을 불편하게 생각하는 것에 익숙해져있고 최대한 신경 쓰지 않으려고 해요. 하지만 주인공의 주변 인물들은 주인공을 가만히 냅두지 않습니다. 특히 주인공 엄마가 극성이죠. 주인공은 살을 빼기로 결심을 합니다. 그 과정에서 일어나는 일들을 다룬 영화지요. 다시 말하지만 주인공은 자신이 뚱뚱한 것이 남 때문이 아니라는 것을 잘 알고 있어요. 자신의 문제를 남에게 전가시키는 페미와는 질적으로 다르다는 것이죠. 다른 사람의 시선을 신경 쓰는 것. 혹은 그냥 나답게 사는 것. 노력하면 그만큼 얻는 것이 늘어나지만 그냥 노력 따위 하지 않고 아무것도 얻지 않는 삶을 사는 것도 나쁘지 않겠지요. 노력해서 10을 얻는 인생. 노력하지않고 0을 얻는 인생. 둘 중에 뭘 선택하든 좋다고 생각해요. 다만 노력하지도 않았으면서 그 탓을 남에게 돌리는 짓은 하지 말아야겠지요. 영화는 그런 점에서 약간의 교훈을 줍니다.
positive	잘스부르크 축제다운 아방가르드한 무대 디자인에 푸치니의 명작의 만남으로 이색적인 즐거움을 선사
negative	재미없음. 지금 이 영화의 평점은 우리나라의 허레허식을 잘 보여주는듯. 놀란이라면 일단 빨고보는, 문재인이면 일단 빨고보는, 명품이면 일단 빨고보는 그런느낌. 영화 자체를 몇번씩 돌려보면서 분석하고 공부하고 하면  이해하면서  재밌을 영화. 한번에 봐서 대충 이해하기엔  물리학전공자 뺴고 그냥 어렵다 봄. 우리나라 관객들이 이걸 이해할 정도로 수준이 높은데 극한직업이나 수준낮은 삼류영화에 열광을 할수가 없음.  그냥 놀란의 빠들이 있고 그 빠들이 무조건 10점부터주고 시작하기떄문에  일반 관객들은 그냥 믿고 봤다가 당하는거. 영화란건 그냥 대충만 봐도 빨려들어갈 정도로 한번에 이해되고 공감되고 재밌고 그래야 가치가  있고 명작소리 듣는거임.  한마디로 테넷은  놀란 빠들의 영화.
positive	티비에 올라와서 찾아보다가 그냥 봤는데나름 괜찮게 봤음ㅋㅋㅋ초반에 딸이 스모선수흉내 내는거 재밋던뎅 보면 볼수록 아는 배우들도 많이 나와서 더 잘 봣어요 ㅋㅋㅋ
positive	명작중하나인영화 꼭 다시보세요
